ID,Metadata,Text,Label
737476411531743234,"['elections', 'Clinton', 'California']",Five things Clinton needs to do to win California https://t.co/97JJuaDytP,UC
724815838226829314,"['NFL draft', 'Goff', 'Rams']","NFL Rams Mock Draft – Assuming Goff goes #1
https://t.co/CSXXd8NjzP
#LARams #Rams #NFLDraft https://t.co/MwsduV5BWG",PY
709026069853044736,"['elections', 'Rubio', 'Florida']","♥- #tuu i #yoo  -♥ Rubio Adamant He Can Win Florida: ""Some pollsters somewhere are going to have explain why t... https://t.co/tNjLFr9Q5h",UC
707425627754905600,"['elections', 'Sanders', 'Illinois']","If Sanders builds momentum off this Michigan win, he could conceivably sweep the Midwest... LOTS of delegates in Penn/Ohio/Illinois",PY
593466792246452226,"['NFL draft', 'Williams', 'Jets']",#Giants News: 2015 NFL Draft: Could both Giants and Jets be in the mix for USC's Leonard Williams?: A... http://t.co/RCyLonacAi #NFCEast,UC
696377163277271040,"['elections', 'Trump', 'New Hampshire']",Donald Trump: I don't have to win New Hampshire primary https://t.co/iOQvX6D3kO via @YouTube,PN
694556573524475908,"['elections', 'Santorum', 'New Hampshire']","#OtherGroundhogPredictions Rick Santorum will win a surprise upset in New Hampshire. Go home, groundhog. You're drunk.",DN
172833939113771008,"['Oscars', 'Jean Dujardin ']","I wonder if Jean Dujardin and ""The Artist"" costars will celebrate their #Oscars Best Picture win on Sunday with a moment of silence.",DY
708151052671934464,"['elections', 'Trump', 'Ohio']","I'm going to win Ohio #Kasich
I'm going to win Florida #Rubio
I'm going to win Texas, again #Cruz
I'm going to win the world #Trump
#GOP",UC
464164734104010753,"['NFL draft', 'Beckham', 'Giants']",NFL Draft 2014: Rueben Randle tells Odell Beckham that Giants are looking at him http://t.co/znbly6z1yb,PY
464078706642669569,"['NFL draft', 'Clowney', 'Bills']","I asked Jadeveon Clowney what he would think if the #Bills traded up for him at number one. His answer: ""Cold, cold, cold!"" #NFLDraft",UC
711265706210402304,"['elections', 'Cruz', 'Arizona']",Currently reading McCain Adviser: Cruz Will Pull Upset Win in Arizona https://t.co/5ThZpeHmj4,PY
696740841801523200,"['elections', 'Trump', 'New Hampshire']",Trump cruising toward blowout win in New Hampshire https://t.co/NQ2SJhN2z6 via @,DY
706148957626437632,"['elections', 'Trump', 'Florida']",@DouthatNYT @cwinn @RiverTamYDN @reverse_weave How does Cruz imagine that he wins nomination w/ a Trump win in Florida?,PY
326731293821894656,"['NFL draft', 'Eifert', 'Steelers']","Kiper: 2013 NFL Mock Draft 4.1 http://t.co/QaLM3yMMtW
Kiper sticking with Eifert at 17 for the #Steelers .. I don't see it happening",PN
593460435552235520,"['NFL draft', 'Mariota', 'Browns']",Report: Browns offer two first-round picks to Titans for No. 2 pick to take Mariota http://t.co/XZsmzUbfgt,PY
708130266187845632,"['elections', 'Trump', 'Florida']",@BrentTeichman @PoliticalLaughs @marcorubio Of course they gave him Cuba qu due to needing him to win Florida in the plan to knock Trump out,UC
593501316153942017,"['NFL draft', 'Williams', 'Jets']","2015 NFL Draft: Could both Giants and Jets be in the mix for USC's Leonard Williams?: ""I actually talked to th... http://t.co/M2MzJzjbB6",UC
716656563604291589,"['elections', 'Trump', 'Wisconsin']",Wisconsin! If you want to win Vote Trump! https://t.co/CKWBynoBXe,UC
724337289275432960,"['NFL draft', 'Kelly', 'Colts']",Should the #Colts draft Kelly or Spence? #NFLdraft https://t.co/G6wd9R7MQv,UC
568965668843859969,"['Oscars', 'Eddie Redmayne ']","My @TheAcademy 2015 predictions: #Oscars #Oscars2015 #AcademyAwards 

BEST ACTOR
Will Win:  Eddie Redmayne  (The Theory of Everything)",DY
194401026315517954,"['NFL draft', 'Kalil', 'Chiefs']",2012 NFL Draft: Chiefs Could Move Into Top-5 To Take Matt Kalil - SB Nation http://t.co/DMQxoMK3,PY
723566110193274881,"['NFL draft', 'Buckner', '49ers']","#49ers draft outlook: Buckner, D-line in play at No. 7 (@MaioccoCSN) https://t.co/jLlNTy5Jrb #NFLDraft #NFLDraft2016 https://t.co/BPNXM4i5u9",PY
726925623940108288,"['elections', 'Trump', 'Indiana']","#NeverCruz MT Needing to Win, Cruz Trails Trump in Indiana by 15 Points, https://t.co/mzl1wuZ1i2 via @NYTPolitics",PY
193875224469585920,"['NFL draft', 'Griffin', 'Redskins']","NFL draft: Robert Griffin III embarks on pro career, and Washington Redskins ... http://t.co/deknZ6vW",PY
725046271589928960,"['NFL draft', 'Buckner', '49ers']","49ers reportedly considering Tunsil, Buckner and Stanley early in NFL draft https://t.co/cKVtYkeuWs #sanfrancisco",UC
724904839377989634,"['NFL draft', 'Elliott', 'Cowboys']",NFL Draft: Bosa til Cowboys Elliott til Dolphins https://t.co/TfaRMzPsed,DN
692707501389791233,"['elections', 'Sanders', 'Iowa']",Andrea Donze: Clinton's New Pitch to Iowa Voters: Republicans Want Sanders to Win — the cry of a desperate woman... https://t.co/9z3aPTeIn3,UC
1234948556,"['Oscars', 'Mickey Rourke ']",@nwjerseyliz Only if you guarantee a win for Mickey Rourke #Oscars,UC
702705749970051072,"['elections', 'Cruz', 'Texas']",#Texas: @tedcruz facing a must-win challenge in his home state https://t.co/hXqhA971ne #Tcot #Tlot #GOP #p2 #RNC #DNC #Cruz #TX,UC
12312321885,"['NFL draft', 'Bradford', 'Rams']",Rams | Sam Bradford won't have contract in place before NFL Draft: The St. Louis Rams and Oklahoma QB Sam Bradford... http://bit.ly/aE3nQF,PN
12459588390,"['NFL draft', 'Okung', 'Lions']","No question, Lions need to bolster O-line in #NFLdraft. Okung could be guy they need.  http://bit.ly/9FUEeh",UC
194122467831320577,"['NFL draft', 'Poe', 'Chiefs']","NFL Draft 2012: Chiefs Linked To Two 'Most Overrated' Prospects In Ryan Tannehill, Dontari Poe http://t.co/zN4M8Zdw",PY
704038206464008193,"['elections', 'Cruz', 'Georgia']","Georgia, #CruzCrew let's win this for Ted Cruz! Less than 48 Hours before #GAPrimary; here's what you do: https://t.co/KDnBtRl9TE #gapol",UC
737410917235728384,"['elections', 'Clinton', 'California']",Five things Clinton needs to do to win the California primary: Hillary Clinton has a lot on the line when it ... https://t.co/XImTORK9Te,UC
701554104573755392,"['elections', 'Kasich', 'Texas']","Hugh Hewitt having a wet dream says Cruz win Texas Rubio win Fla, Kasich win Ohio &amp; that means brokered convention. Polls say NO he's crazy",PN
706345701169565696,"['elections', 'Trump', 'Florida']",@ladeyday @realDonaldTrump Trump/Hillary will win Fla primary...Hillary has good chance in Nov-Obama won Florida both times.,PN
724555845753655296,"['NFL draft', 'Wentz', 'Eagles']","Whether it's Wentz or Goff, Eagles wise to bet on QB https://t.co/AppJugOPHQ https://t.co/GN29bqeCRi",UC
697244692732321792,"['elections', 'Trump', 'South Carolina']",My GOP sources worry a decisive Trump win in South Carolina could tear the Republican P***y apart. #NHPrimary,UC
195177973991743490,"['NFL draft', 'Richardson', 'Vikings']","With the 3rd pick, the #Vikings should take a look at Richardson (AP injury), but select Claiborne #NFLDraft",PN
693331197582245888,"['elections', 'Cruz', 'Iowa']",Ted Cruz's Campaign Manager Jeff Roe Thinks They’ll Win in Iowa https://t.co/2Q1iDVtpC0,UC
324787720864026624,"['NFL draft', 'Austin', 'Rams']",2013 NFL Draft: Should the St. Louis Rams Select Tavon Austin at No. 16? http://t.co/LZu5ynZ4Bj #RantNFL #NFL,UC
12279215880,"['NFL draft', 'Berry', 'Chiefs']","#nfl #chiefs Scout.com: Berry, Kindle & Joseph: KC Chiefs Blog » Less than a week until the NFL Draft in New York ... http://bit.ly/dxzsMW",UC
326335264760930304,"['NFL draft', 'Long', 'Dolphins']",How Can the Miami Dolphins Replace LT Jake Long in the NFL ...: Once the Dolphins drafted Jake Long first over... http://t.co/UNZzSmcFsn,UC
724065299134337024,"['NFL draft', 'Wentz', 'Eagles']",Hear what Carson Wentz says about possibly going to the #Eagles 2nd overall in the #NFLDraft on @6abc at 11pm https://t.co/BGGk6nU7rl,PY
710903423684599808,"['elections', 'Sanders', 'Washington']","Bernie Sanders to Host Rally on Sunday in Seattle, Clinton Campaign Says He Is Likely to Win Washington https://t.co/DcS5294wuP",PY
61168889123450880,"['NFL draft', 'Smith', 'Seahawks']",#Colorado CB Jimmy Smith recently visited the #Seahawks. They are a strong candidate for his services in late rd 1. #NFLdraft,UC
723478902912380928,"['NFL draft', 'Lynch', 'Browns']",NFL Draft rumors 2016: Paxton Lynch big winner of Eagles-Browns trade? More https://t.co/KvUItgYdEB https://t.co/wMMYzE4tEn,PY
460509649855594498,"['NFL draft', 'Shazier', 'Packers']",Green Bay Packers 2014 NFL Draft Prospect Profile: Ohio State's Ryan Shazier - Rant Sports http://t.co/Fwa6cdou2r #NFL #GreenbayPackers,UC
593499710188457984,"['NFL draft', 'Shelton', 'Bears']",Danny Shelton believes he'll be a member of the #Bears or #Browns http://t.co/dZULnGnVAm http://t.co/m3EEwkzlLW,UC
40445006472941568,"['Oscars', 'Tom Hooper ']","Although I think TKS will win Best Picture, I just don't see Tom Hooper winning Best Director. I just don't. #Oscars",PN
711789756300955649,"['elections', 'Trump', 'Utah']",@waconia3 @realDonaldTrump @gamzorz @megynkelly Looks like Cruz will win Utah big and all its delegates. Its a start to put an end to Trump.,DN
738765708725624832,"['elections', 'Sanders', 'California']",This is better than an episode of #BenMalock. | A Sanders win in California could mean 'summer of agony' for Clinton https://t.co/4FSBA20LqY,UC
464132155925204992,"['NFL draft', 'Clowney', 'Falcons']","As a @UofSC grad and @Atlanta_Falcons fan, I'd love to see us get Clowney, but how does he fit in a D trending towards a 3-4? #NFLDraft",UC
459456278201262080,"['NFL draft', 'Shazier', 'Saints']",2014 APC Mock Draft: New Orleans Saints select linebacker Ryan Shazier - Acme Packing Company http://t.co/iCqHVZlySW,DY
707923573357154304,"['elections', 'Trump', 'Illinois']","TRUMP: Conditions  to win the Illinois vs Hillary
Revaluate in March 2016
My Analysis Post: https://t.co/OujLM50cB3
#TrumpTrain #Trump2016",DY
725316986671128576,"['NFL draft', 'Lynch', 'Saints']",NFL Draft Rumors: New Orleans Saints taking QB Paxton Lynch with 12th overall pick #neworleans #bhive https://t.co/LYQfABw5V1,PY
725361643064979456,"['NFL draft', 'Hargreaves', 'Buccaneers']",#Bucs #Buccaneers 2016 NFL Draft: Vernon Hargreaves III was Florida 8A State Defensive Player of… https://t.co/WizaAobddD #SportsRoadhouse,UC
304665704580399105,"['Oscars', 'Argo ']","In case you missed it, here are 7 reasons why Argo is the favorite to win Best Picture.  #Oscars  http://t.co/yKlCo3lvQ1",PY
694382219649921024,"['elections', 'Clinton', 'New Hampshire']","Sanders will likely win big in New Hampshire. But Clinton will likely take South Carolina, Nevada, and most of Super Tuesday Deep South too.",PN
438224452812566528,"['Oscars', 'Cate Blanchett ']",Okay I now want someone else to win just for spite RT @TIME: Oscars 2014: Why Cate Blanchett will win Best Actress http://t.co/CP6TRf1YkF,PY
304195467066093568,"['Oscars', 'Silver Linings Playbook ']",WFMZ Allentown Oscars 2013: why Silver Linings Playbook should not win http://t.co/AgTCIGNS Telegraph film critic... http://t.co/Z0zStXz0,UC
719566108412481536,"['elections', 'Sanders', 'New York']",Bernie Sanders' Strange Plan to Win in New York by Bashing Israel | Frontpage Mag https://t.co/sh4VROLb0m,UC
438789539394355200,"['Oscars', '12 Years a Slave ']",Corliss: Nyong'o Will Beat J'Law at Oscars: Why the 12 Years a Slave star will win,DY
719547968609583104,"['elections', 'Sanders', 'New York']",Sanders Has To Win New York By 20 Points To Top Hillary’s Superdelegate Lead https://t.co/4BQNFHinFd via @dailycaller,UC
41078179942633472,"['Oscars', 'The King&apos;s Speech ']",The King's Speech will win! QT @AmbassadorRoos: Which one will win? RT 10 movies nominated for 2010 Oscars. http://bit.ly/hW7x4T,DY
725431690718527490,"['NFL draft', 'Wentz', 'Eagles']",ICYMI- Carson Wentz hasn't heard from the #Eagles since blockbuster trade up to the No. 2 overall pick. #NFLDraft https://t.co/812Ngk0EI5,PN
703243155387318273,"['Oscars', 'The Revenant ']",Oscars 2016: why The Revenant is favored to win Best Picture: Javier Zarracina/Vox There is… https://t.co/5st9wLOYAw,PY
707217266186653696,"['elections', 'Rubio', 'Illinois']",#Rubio has high favorable ratings in IL.  Let's give #Marcomentum a #Illinois win! https://t.co/yOXIn8AmDj,PY
739923838197104641,"['elections', 'Sanders', 'California']",Sanders Explains Why He Keeps Going and May Just Win California on Tuesday @alternet https://t.co/yoCC7baGVG,PY
700673597287829505,"['elections', 'Trump', 'South Carolina']",How a Trump win in South Carolina could tear the GOP apart https://t.co/XUvsbhg4NG,UC
720812954254516224,"['elections', 'Trump', 'NY']","NY Lawmaker: Donald Trump Will Win 1,270 Delegates and Win Nomination by July (VIDEO) - The... https://t.co/qH8361R0nr",UC
41166938264698880,"['Oscars', 'Colin Firth ']",Looking for Colin Firth to win Best Actor and Geoffrey Rush to take Best Supporting Actor at the Oscars. We shall see.,PY
463375198150877184,"['NFL draft', 'Manziel', 'Rams']",NFL draft: Why to buy into 'Johnny Manziel to Rams' rumors:  http://t.co/OFsJVzj4kz,PY
464113780989759489,"['NFL draft', 'Robinson', '49ers']",. @tre9er breaks down Allen Robinson (@Djjango8) #NFLDraft #49ers http://t.co/BoDxjai9Cd,UC
193764845869481984,"['NFL draft', 'Wilson', 'Giants']","CMD 16 #Giants Picks: RB Wilson, #VaTech, SS Smith #NotreDame. See rest @ http://t.co/KznpgDr0 #NFLdraft -jm",PY
568770391411449856,"['Oscars', 'Boyhood ']",.@nischelleturner &amp; @KristaSmith think #Boyhood will win the Best Picture award. What about you? #Oscars http://t.co/fvMjRB3WaI,UC
461280908075474944,"['NFL draft', 'Manziel', 'Buccaneers']",'NFL Draft Rumors: Tampa Bay Buccaneers impressed by Johnny Manziel' via @fansided. http://t.co/LZxTNIFGYQ,PY
715513060581122052,"['elections', 'Sanders', 'Wisconsin']","Last month Clinton lead Sanders by 40 points in New York. Now it's 12. We win Wisconsin, we could win NY.  #feelthebern",PY
326682257182040064,"['NFL draft', 'Warmack', 'Titans']",NFL Mock Draft 2013: Tennessee Titans Select Chance Warmack http://t.co/HlpWHRrg0N #NFLDraft #NFL,PY
693037262125268992,"['elections', 'Sanders', 'Iowa']",#FeelTheBern Damn pathetic Clinton tries a new line on Iowa voters: Republicans want Sanders to win https://t.co/1FBXpNqVcO via @motherjones,UC
593424177954193409,"['NFL draft', 'Ray', 'Eagles']","With the 2nd pick in the NFL Draft, the Titans trade to the Eagles for already broken Bradford and a DVD of Ray Lewis's Baltimore pep talk",DN
709420276098830336,"['elections', 'Rubio', 'Florida']","Rubio Plans to 'Shock the Country,' Win Florida: Republican presidential candidate Marco Rubio tells a crowd i... https://t.co/J6D62iQ0la",UC
193945727548919809,"['NFL draft', 'Weeden', 'Steelers']","Steelers Gab: With the 24th Pick in the 2012 NFL Draft, the Pittsburgh Steelers Select…Brandon Weeden: 
“With th... http://t.co/Ro5iaX1E",DY
727022351238336513,"['elections', 'Cruz', 'Indiana']",@Tania921 @mitchellvii @tedcruz now he says it WILL be a contested finish and HE (Cruz) will win the delegates...says Indiana doesn't matter,UC
461139574488440833,"['NFL draft', 'Clowney', 'Rams']","Nine days until the #NFLDraft!  Remember these five words, #Rams: Jadeveon Clowney or Sammy Watkins. Take a real game changer at Number 2!",UC
12511909853,"['NFL draft', 'Bradford', 'Rams']","Mock Draft For The 2010 NFL Draft: #1 – St. Louis Rams – Same Bradford, QB from Oklahoma This is an obvious choice... http://bit.ly/cgjTXF",PY
568812330558971904,"['Oscars', 'Julianne Moore ']",#OscarsCountdown Why Julianne Moore will win Oscar Sun http://t.co/dHmGQfYEdp Her role raises Alzheimer's awarness http://t.co/XPLxBPFmXN,DY
304567777002401793,"['Oscars', 'Daniel Day-Lewis ']",Oscars 2013 Predictions: Best Actor - ‘Lincoln’ star Daniel Day-Lewis should win the popular vote. By Amy... http://t.co/TQSzC25nAn,PY
698268626315403264,"['elections', 'Trump', 'SC']",Latest SC Poll proves Ted Cruz base of support too narrow to win. https://t.co/DICR2b2kA0 Remove Trump and Rubio easily beats Cruz.,PY
723516455417839616,"['NFL draft', 'Fuller', 'Bears']",#NFLDraft Report: Notre Dame WR Will Fuller visits Chicago #Bears https://t.co/eRMmhU0cJS https://t.co/ECVJGXhufk,UC
722130787542245376,"['elections', 'Sanders', 'New York']",There Is Only One Way Bernie Sanders Can Win New York Tomorrow via @thenation https://t.co/uLJRklH9cV,PN
702940570059206656,"['elections', 'Rubio', 'Georgia']","@GretchenCarlson He thinks Rubio can win Georgia, he should stop smoking crack in the green room.",DN
703748859067916288,"['elections', 'Cruz', 'Texas']",Super Tuesday 2016: Texas Senator Ted Cruz Must Win Home-State GOP Primary - International Business Times https://t.co/7u4PRGbarj,UC
709085282277134336,"['elections', 'Kasich', 'Ohio']","RT clevelanddotcom ""RT HenryJGomez: Kasich sidesteps Rubio as VP question: ""What I do know is if we win Ohio, that changes everything."""" #C…",UC
591381437389086720,"['NFL draft', 'Mariota', 'Browns']",NFL Football: Marcus Mariota to Browns? Trades that could happen during NFL draft #NFL #Football http://t.co/ou0xx0IIrM,UC
702579055330205703,"['elections', 'Cruz', 'Texas']",Currently reading Poll: Trump 1 Point Away From Cruz in Texas https://t.co/EESCaiGK47 will win Texas,PN
172565800568356864,"['Oscars', 'Moneyball ']",Will MONEYBALL hit the home run in the #Oscars? RT if you think Moneyball deserves to win all 6 nominations! http://t.co/HdqZaUr5,UC
459687997156245505,"['NFL draft', 'Clowney', 'Falcons']",Come on @Atlanta_Falcons do us fans a huge favor and make the trade to get Clowney! #NFLDraft #NFLTrade #RiseUp,UC
568039153608368128,"['Oscars', 'Selma ']",I think Selma will win best picture in the Oscars because it showed from of the walk from Selma to Birmingham @DMimaginatorium #netde,DY
192979306991980544,"['NFL draft', 'Luck', 'Vikings']","Colts surprise no one going w/Luck and we all know RGIII is a Redskin to be, so I guess the Los Angeles Vikings are on the clock. #NFLDraft",DN
708041425280229380,"['elections', 'Kasich', 'Ohio']","Kasich vows to win Ohio, pick up Illinois delegates in suburbs https://t.co/uCqPsxJzMb",UC
706957675783970817,"['elections', 'Trump', 'Florida']","If I was Trump, I think I would live in Florida after Tuesday and travel around the state. A win there on 3/15 and it should be over!",UC
41217209975967744,"['Oscars', 'Black Swan ']",Why Natalie Portman will win Best Actress for Black Swan at the Oscars  http://ht.ly/43Ao0,DY
724434194148003840,"['NFL draft', 'Wentz', 'Eagles']",Awesome interview with #CarsonWentz. Fingers crossed #Eagles get him. #NFLDraft #Wentz #WentzSuspense #FlyEaglesFly https://t.co/eFwx4WhXj4,UC
192769551027552257,"['NFL draft', 'Martin', 'Lions']","“@detnews: Lions work out MSU's Edwin Baker & Keshawn Martin + ND's Jonas Gray in advance of #NFL draft http://t.co/Dy5k6n4q”
Go Jonas! #DCD",UC
193875224469585920,"['NFL draft', 'Griffin', 'Redskins']","NFL draft: Robert Griffin III embarks on pro career, and Washington Redskins ... http://t.co/deknZ6vW",DY
326512143593775105,"['NFL draft', 'Austin', 'Rams']","Also potential deal value-wise: Rams 22/46 for Jets 13. Rams get Austin. Jets can select pass rusher/OG at 9, then BPA at needs. #NFLDraft",PY
708111277629943809,"['elections', 'Kasich', 'Ohio']",John Kasich better win Ohio. #GOPDebate,UC
719637545802469377,"['elections', 'Sanders', 'New York']","New York primary shaping up as ‘must-win’ for Sanders, Clinton https://t.co/uZGcYggUMY",UC
61839843830923264,"['NFL draft', 'Wilkerson', 'Chargers']",Will the San Diego Chargers Take Muhammad Wilkerson at 18 during the NFL Draft 2011? http://bit.ly/hgtZ0E,UC
324688282082480128,"['NFL draft', 'Fisher', 'Chiefs']",Eric Fisher hopes Chiefs will surprise at NFL draft - USA Today - USA TODAY (blog): Bleacher ReportEric... http://t.co/D6SaOWNrlL - #nfl,UC
702727044271087616,"['elections', 'Trump', 'Texas']",Texas wants that wall built! Trump will win!  https://t.co/CbiQujgop7,DY
193607257362145280,"['NFL draft', 'Griffin', 'Colts']","Choosing Luck over Griffin could make Colts big winners in NFL draft: In the NFL world, there's no such thing as... http://t.co/kgB3w5E6",UC
738570925503696896,"['elections', 'Sanders', 'California']",Poll: Sanders overtakes Clinton ahead of must-win California primary https://t.co/4LnRPXbkiQ,PY
464057245559312386,"['NFL draft', 'Cooks', 'Bengals']",The Logic In Drafting Oregon State WR Brandin Cooks In 1st Round #Bengals #Beavers #NFLDraft by @CJAnthonyCUI http://t.co/N6Y0lAQBgb,UC
706959480257429506,"['elections', 'Trump', 'Michigan']","Michigan Poll: Trump Up Big, But Cruz Would Win Head-To-Head - Breitbart https://t.co/0N0vQKNbaL",PY
724782249338490880,"['NFL draft', 'Goff', 'Rams']","Scouting the NFL Draft quarterbacks: Rams must decide between Goff, Wentz https://t.co/rx1oeNCyEz",UC
701981453941284864,"['Oscars', 'Leonardo DiCaprio ']",Eddie Redmayne roots for Leonardo DiCaprio to win Best Actor at Oscars https://t.co/oLVRgjhNHp,UC
195175650611560449,"['NFL draft', 'Barron', 'Bills']","In 5 days, Barron went from the guy nobody was talking about for #Bills to the guy everybody's talking about: http://t.co/c9nMqAmO #NFLdraft",UC
195275886298284032,"['NFL draft', 'Ingram', 'Jets']","http://t.co/UGwJWa3r I'm very high on Upshaw and worried about Ingram, but @TurnOnTheJets rebuttal has be feeling better him #Jets",PN
706258710167842816,"['elections', 'Trump', 'Florida']","@Thomasismyuncle if Rubio drops out before Florida, Trump wins Florida. Cruz is winnin states he should win, theyre same states Santorum won",UC
725325028322107392,"['elections', 'Fiorina', 'Indiana']",@DavidCornDC @tedcruz Carly Fiorina had been chosen as a running mate. Could win him a news cycle or two before Indiana.,UC
711247370445402112,"['elections', 'Trump', 'Arizona']",@nonnydee Trump will win Arizona. A couple hundred Soros paid lefty protestors do not stand for the civil people of Arizona,DY
193120410508865536,"['NFL draft', 'Griffin', 'Redskins']",@MelKiperESPN my sources are telling me Luck to the Colts and Griffin to the Redskins #NFLDraft,PY
693594869688770560,"['elections', 'Trump', 'Iowa']","According to DMR poll, If it was just Cruz &amp; Trump facing each other in Iowa head to head, Cruz would win 53 to 35!",PN
438701259248267264,"['Oscars', 'Matthew McConaughey ']",Matthew McConaughey Has The Most To Win Or Lose At The Oscars http://t.co/fgPTf0ejKN,UC
702937840787652608,"['Oscars', 'Leonardo DiCaprio ']",2016 Oscars Predictions: Will Leonardo DiCaprio Finally Win Best Actor? - ABC News https://t.co/7CDqkkq9HF @googlenewslab,UC
12315164543,"['NFL draft', 'Bradford', 'Rams']",National Football League : Rams | Sam Bradford wont have contract in place before NFL Draft - KFFL (blog) http://dlvr.it/LcWs,PN
