ID,Metadata,Text,Label
464078706642669569,"['NFL draft', 'Clowney', 'Bills']",i asked jadeveon clowney what he would think if the bills traded up for him at number one his answer cold cold cold nfldraft,UC
711265706210402304,"['elections', 'Cruz', 'Arizona']",currently reading mccain adviser cruz will pull upset win in arizona,PY
696740841801523200,"['elections', 'Trump', 'New Hampshire']",trump cruising toward blowout win in new hampshire via,DY
706148957626437632,"['elections', 'Trump', 'Florida']",douthatnyt cwinn rivertamydn reverse weave how does cruz imagine that he wins nomination w a trump win in florida,PY
326731293821894656,"['NFL draft', 'Eifert', 'Steelers']",kiper 2013 nfl mock draft 4 1 kiper sticking with eifert at 17 for the steelers i don t see it happening,PN
593460435552235520,"['NFL draft', 'Mariota', 'Browns']",report browns offer two first round picks to titans for no 2 pick to take mariota,PY
708130266187845632,"['elections', 'Trump', 'Florida']",brentteichman politicallaughs marcorubio of course they gave him cuba qu due to needing him to win florida in the plan to knock trump out,UC
593501316153942017,"['NFL draft', 'Williams', 'Jets']",2015 nfl draft could both giants and jets be in the mix for usc s leonard williams i actually talked to th,UC
716656563604291589,"['elections', 'Trump', 'Wisconsin']",wisconsin if you want to win vote trump,UC
724337289275432960,"['NFL draft', 'Kelly', 'Colts']",should the colts draft kelly or spence nfldraft,UC
568965668843859969,"['Oscars', 'Eddie Redmayne ']",my theacademy 2015 predictions oscars oscars2015 academyawards best actor will win eddie redmayne the theory of everything,DY
194401026315517954,"['NFL draft', 'Kalil', 'Chiefs']",2012 nfl draft chiefs could move into top 5 to take matt kalil sb nation,PY
723566110193274881,"['NFL draft', 'Buckner', '49ers']",49ers draft outlook buckner d line in play at no 7 maioccocsn nfldraft nfldraft2016,PY
726925623940108288,"['elections', 'Trump', 'Indiana']",nevercruz mt needing to win cruz trails trump in indiana by 15 points via nytpolitics,PY
193875224469585920,"['NFL draft', 'Griffin', 'Redskins']",nfl draft robert griffin iii embarks on pro career and washington redskins,PY
725046271589928960,"['NFL draft', 'Buckner', '49ers']",49ers reportedly considering tunsil buckner and stanley early in nfl draft sanfrancisco,UC
724904839377989634,"['NFL draft', 'Elliott', 'Cowboys']",nfl draft bosa til cowboys elliott til dolphins,DN
692707501389791233,"['elections', 'Sanders', 'Iowa']",andrea donze clinton s new pitch to iowa voters republicans want sanders to win the cry of a desperate woman,UC
1234948556,"['Oscars', 'Mickey Rourke ']",nwjerseyliz only if you guarantee a win for mickey rourke oscars,UC
702705749970051072,"['elections', 'Cruz', 'Texas']",texas tedcruz facing a must win challenge in his home state tcot tlot gop p2 rnc dnc cruz tx,UC
12312321885,"['NFL draft', 'Bradford', 'Rams']",rams sam bradford won t have contract in place before nfl draft the st louis rams and oklahoma qb sam bradford,PN
12459588390,"['NFL draft', 'Okung', 'Lions']",no question lions need to bolster o line in nfldraft okung could be guy they need,UC
194122467831320577,"['NFL draft', 'Poe', 'Chiefs']",nfl draft 2012 chiefs linked to two most overrated prospects in ryan tannehill dontari poe,PY
704038206464008193,"['elections', 'Cruz', 'Georgia']",georgia cruzcrew let s win this for ted cruz less than 48 hours before gaprimary here s what you do gapol,UC
737410917235728384,"['elections', 'Clinton', 'California']",five things clinton needs to do to win the california primary hillary clinton has a lot on the line when it,UC
701554104573755392,"['elections', 'Kasich', 'Texas']",hugh hewitt having a wet dream says cruz win texas rubio win fla kasich win ohio amp that means brokered convention polls say no he s crazy,PN
706345701169565696,"['elections', 'Trump', 'Florida']",ladeyday realdonaldtrump trump hillary will win fla primary hillary has good chance in nov obama won florida both times,PN
724555845753655296,"['NFL draft', 'Wentz', 'Eagles']",whether it s wentz or goff eagles wise to bet on qb,UC
697244692732321792,"['elections', 'Trump', 'South Carolina']",my gop sources worry a decisive trump win in south carolina could tear the republican p y apart nhprimary,UC
195177973991743490,"['NFL draft', 'Richardson', 'Vikings']",with the 3rd pick the vikings should take a look at richardson ap injury but select claiborne nfldraft,PN
693331197582245888,"['elections', 'Cruz', 'Iowa']",ted cruz s campaign manager jeff roe thinks they ll win in iowa,UC
324787720864026624,"['NFL draft', 'Austin', 'Rams']",2013 nfl draft should the st louis rams select tavon austin at no 16 rantnfl nfl,UC
12279215880,"['NFL draft', 'Berry', 'Chiefs']",nfl chiefs scout com berry kindle joseph kc chiefs blog less than a week until the nfl draft in new york,UC
326335264760930304,"['NFL draft', 'Long', 'Dolphins']",how can the miami dolphins replace lt jake long in the nfl once the dolphins drafted jake long first over,UC
724065299134337024,"['NFL draft', 'Wentz', 'Eagles']",hear what carson wentz says about possibly going to the eagles 2nd overall in the nfldraft on 6abc at 11pm,PY
710903423684599808,"['elections', 'Sanders', 'Washington']",bernie sanders to host rally on sunday in seattle clinton campaign says he is likely to win washington,PY
61168889123450880,"['NFL draft', 'Smith', 'Seahawks']",colorado cb jimmy smith recently visited the seahawks they are a strong candidate for his services in late rd 1 nfldraft,UC
723478902912380928,"['NFL draft', 'Lynch', 'Browns']",nfl draft rumors 2016 paxton lynch big winner of eagles browns trade more,PY
460509649855594498,"['NFL draft', 'Shazier', 'Packers']",green bay packers 2014 nfl draft prospect profile ohio state s ryan shazier rant sports nfl greenbaypackers,UC
593499710188457984,"['NFL draft', 'Shelton', 'Bears']",danny shelton believes he ll be a member of the bears or browns,UC
40445006472941568,"['Oscars', 'Tom Hooper ']",although i think tks will win best picture i just don t see tom hooper winning best director i just don t oscars,PN
711789756300955649,"['elections', 'Trump', 'Utah']",waconia3 realdonaldtrump gamzorz megynkelly looks like cruz will win utah big and all its delegates its a start to put an end to trump,DN
738765708725624832,"['elections', 'Sanders', 'California']",this is better than an episode of benmalock a sanders win in california could mean summer of agony for clinton,UC
464132155925204992,"['NFL draft', 'Clowney', 'Falcons']",as a uofsc grad and atlanta falcons fan i d love to see us get clowney but how does he fit in a d trending towards a 3 4 nfldraft,UC
459456278201262080,"['NFL draft', 'Shazier', 'Saints']",2014 apc mock draft new orleans saints select linebacker ryan shazier acme packing company,DY
707923573357154304,"['elections', 'Trump', 'Illinois']",trump conditions to win the illinois vs hillary revaluate in march 2016 my analysis post trumptrain trump2016,DY
725316986671128576,"['NFL draft', 'Lynch', 'Saints']",nfl draft rumors new orleans saints taking qb paxton lynch with 12th overall pick neworleans bhive,PY
725361643064979456,"['NFL draft', 'Hargreaves', 'Buccaneers']",bucs buccaneers 2016 nfl draft vernon hargreaves iii was florida 8a state defensive player of sportsroadhouse,UC
304665704580399105,"['Oscars', 'Argo ']",in case you missed it here are 7 reasons why argo is the favorite to win best picture oscars,PY
694382219649921024,"['elections', 'Clinton', 'New Hampshire']",sanders will likely win big in new hampshire but clinton will likely take south carolina nevada and most of super tuesday deep south too,PN
438224452812566528,"['Oscars', 'Cate Blanchett ']",okay i now want someone else to win just for spite rt time oscars 2014 why cate blanchett will win best actress,PY
304195467066093568,"['Oscars', 'Silver Linings Playbook ']",wfmz allentown oscars 2013 why silver linings playbook should not win telegraph film critic,UC
719566108412481536,"['elections', 'Sanders', 'New York']",bernie sanders strange plan to win in new york by bashing israel frontpage mag,UC
438789539394355200,"['Oscars', '12 Years a Slave ']",corliss nyong o will beat j law at oscars why the 12 years a slave star will win,DY
719547968609583104,"['elections', 'Sanders', 'New York']",sanders has to win new york by 20 points to top hillary s superdelegate lead via dailycaller,UC
41078179942633472,"['Oscars', 'The King&apos;s Speech ']",the king s speech will win qt ambassadorroos which one will win rt 10 movies nominated for 2010 oscars,DY
725431690718527490,"['NFL draft', 'Wentz', 'Eagles']",icymi carson wentz hasn t heard from the eagles since blockbuster trade up to the no 2 overall pick nfldraft,PN
703243155387318273,"['Oscars', 'The Revenant ']",oscars 2016 why the revenant is favored to win best picture javier zarracina vox there is,PY
707217266186653696,"['elections', 'Rubio', 'Illinois']",rubio has high favorable ratings in il let s give marcomentum a illinois win,PY
739923838197104641,"['elections', 'Sanders', 'California']",sanders explains why he keeps going and may just win california on tuesday alternet,PY
700673597287829505,"['elections', 'Trump', 'South Carolina']",how a trump win in south carolina could tear the gop apart,UC
720812954254516224,"['elections', 'Trump', 'NY']",ny lawmaker donald trump will win 1 270 delegates and win nomination by july video the,UC
41166938264698880,"['Oscars', 'Colin Firth ']",looking for colin firth to win best actor and geoffrey rush to take best supporting actor at the oscars we shall see,PY
463375198150877184,"['NFL draft', 'Manziel', 'Rams']",nfl draft why to buy into johnny manziel to rams rumors,PY
464113780989759489,"['NFL draft', 'Robinson', '49ers']",tre9er breaks down allen robinson djjango8 nfldraft 49ers,UC
193764845869481984,"['NFL draft', 'Wilson', 'Giants']",cmd 16 giants picks rb wilson vatech ss smith notredame see rest nfldraft jm,PY
568770391411449856,"['Oscars', 'Boyhood ']",nischelleturner amp kristasmith think boyhood will win the best picture award what about you oscars,UC
461280908075474944,"['NFL draft', 'Manziel', 'Buccaneers']",nfl draft rumors tampa bay buccaneers impressed by johnny manziel via fansided,PY
715513060581122052,"['elections', 'Sanders', 'Wisconsin']",last month clinton lead sanders by 40 points in new york now it s 12 we win wisconsin we could win ny feelthebern,PY
326682257182040064,"['NFL draft', 'Warmack', 'Titans']",nfl mock draft 2013 tennessee titans select chance warmack nfldraft nfl,PY
693037262125268992,"['elections', 'Sanders', 'Iowa']",feelthebern damn pathetic clinton tries a new line on iowa voters republicans want sanders to win via motherjones,UC
593424177954193409,"['NFL draft', 'Ray', 'Eagles']",with the 2nd pick in the nfl draft the titans trade to the eagles for already broken bradford and a dvd of ray lewis s baltimore pep talk,DN
709420276098830336,"['elections', 'Rubio', 'Florida']",rubio plans to shock the country win florida republican presidential candidate marco rubio tells a crowd i,UC
193945727548919809,"['NFL draft', 'Weeden', 'Steelers']",steelers gab with the 24th pick in the 2012 nfl draft the pittsburgh steelers select brandon weeden with th,DY
727022351238336513,"['elections', 'Cruz', 'Indiana']",tania921 mitchellvii tedcruz now he says it will be a contested finish and he cruz will win the delegates says indiana doesn t matter,UC
461139574488440833,"['NFL draft', 'Clowney', 'Rams']",nine days until the nfldraft remember these five words rams jadeveon clowney or sammy watkins take a real game changer at number 2,UC
12511909853,"['NFL draft', 'Bradford', 'Rams']",mock draft for the 2010 nfl draft 1 st louis rams same bradford qb from oklahoma this is an obvious choice,PY
568812330558971904,"['Oscars', 'Julianne Moore ']",oscarscountdown why julianne moore will win oscar sun her role raises alzheimer s awarness,DY
304567777002401793,"['Oscars', 'Daniel Day-Lewis ']",oscars 2013 predictions best actor lincoln star daniel day lewis should win the popular vote by amy,PY
698268626315403264,"['elections', 'Trump', 'SC']",latest sc poll proves ted cruz base of support too narrow to win remove trump and rubio easily beats cruz,PY
723516455417839616,"['NFL draft', 'Fuller', 'Bears']",nfldraft report notre dame wr will fuller visits chicago bears,UC
722130787542245376,"['elections', 'Sanders', 'New York']",there is only one way bernie sanders can win new york tomorrow via thenation,PN
702940570059206656,"['elections', 'Rubio', 'Georgia']",gretchencarlson he thinks rubio can win georgia he should stop smoking crack in the green room,DN
703748859067916288,"['elections', 'Cruz', 'Texas']",super tuesday 2016 texas senator ted cruz must win home state gop primary international business times,UC
709085282277134336,"['elections', 'Kasich', 'Ohio']",rt clevelanddotcom rt henryjgomez kasich sidesteps rubio as vp question what i do know is if we win ohio that changes everything c,UC
591381437389086720,"['NFL draft', 'Mariota', 'Browns']",nfl football marcus mariota to browns trades that could happen during nfl draft nfl football,UC
702579055330205703,"['elections', 'Cruz', 'Texas']",currently reading poll trump 1 point away from cruz in texas will win texas,PN
172565800568356864,"['Oscars', 'Moneyball ']",will moneyball hit the home run in the oscars rt if you think moneyball deserves to win all 6 nominations,UC
459687997156245505,"['NFL draft', 'Clowney', 'Falcons']",come on atlanta falcons do us fans a huge favor and make the trade to get clowney nfldraft nfltrade riseup,UC
568039153608368128,"['Oscars', 'Selma ']",i think selma will win best picture in the oscars because it showed from of the walk from selma to birmingham dmimaginatorium netde,DY
192979306991980544,"['NFL draft', 'Luck', 'Vikings']",colts surprise no one going w luck and we all know rgiii is a redskin to be so i guess the los angeles vikings are on the clock nfldraft,DN
708041425280229380,"['elections', 'Kasich', 'Ohio']",kasich vows to win ohio pick up illinois delegates in suburbs,UC
706957675783970817,"['elections', 'Trump', 'Florida']",if i was trump i think i would live in florida after tuesday and travel around the state a win there on 3 15 and it should be over,UC
41217209975967744,"['Oscars', 'Black Swan ']",why natalie portman will win best actress for black swan at the oscars,DY
724434194148003840,"['NFL draft', 'Wentz', 'Eagles']",awesome interview with carsonwentz fingers crossed eagles get him nfldraft wentz wentzsuspense flyeaglesfly,UC
192769551027552257,"['NFL draft', 'Martin', 'Lions']",detnews lions work out msu s edwin baker keshawn martin nd s jonas gray in advance of nfl draft go jonas dcd,UC
193875224469585920,"['NFL draft', 'Griffin', 'Redskins']",nfl draft robert griffin iii embarks on pro career and washington redskins,DY
326512143593775105,"['NFL draft', 'Austin', 'Rams']",also potential deal value wise rams 22 46 for jets 13 rams get austin jets can select pass rusher og at 9 then bpa at needs nfldraft,PY
708111277629943809,"['elections', 'Kasich', 'Ohio']",john kasich better win ohio gopdebate,UC
719637545802469377,"['elections', 'Sanders', 'New York']",new york primary shaping up as must win for sanders clinton,UC
61839843830923264,"['NFL draft', 'Wilkerson', 'Chargers']",will the san diego chargers take muhammad wilkerson at 18 during the nfl draft 2011,UC
324688282082480128,"['NFL draft', 'Fisher', 'Chiefs']",eric fisher hopes chiefs will surprise at nfl draft usa today usa today blog bleacher reporteric nfl,UC
702727044271087616,"['elections', 'Trump', 'Texas']",texas wants that wall built trump will win,DY
193607257362145280,"['NFL draft', 'Griffin', 'Colts']",choosing luck over griffin could make colts big winners in nfl draft in the nfl world there s no such thing as,UC
738570925503696896,"['elections', 'Sanders', 'California']",poll sanders overtakes clinton ahead of must win california primary,PY
464057245559312386,"['NFL draft', 'Cooks', 'Bengals']",the logic in drafting oregon state wr brandin cooks in 1st round bengals beavers nfldraft by cjanthonycui,UC
706959480257429506,"['elections', 'Trump', 'Michigan']",michigan poll trump up big but cruz would win head to head breitbart,PY
724782249338490880,"['NFL draft', 'Goff', 'Rams']",scouting the nfl draft quarterbacks rams must decide between goff wentz,UC
701981453941284864,"['Oscars', 'Leonardo DiCaprio ']",eddie redmayne roots for leonardo dicaprio to win best actor at oscars,UC
195175650611560449,"['NFL draft', 'Barron', 'Bills']",in 5 days barron went from the guy nobody was talking about for bills to the guy everybody s talking about nfldraft,UC
195275886298284032,"['NFL draft', 'Ingram', 'Jets']",i m very high on upshaw and worried about ingram but turnonthejets rebuttal has be feeling better him jets,PN
706258710167842816,"['elections', 'Trump', 'Florida']",thomasismyuncle if rubio drops out before florida trump wins florida cruz is winnin states he should win theyre same states santorum won,UC
725325028322107392,"['elections', 'Fiorina', 'Indiana']",davidcorndc tedcruz carly fiorina had been chosen as a running mate could win him a news cycle or two before indiana,UC
711247370445402112,"['elections', 'Trump', 'Arizona']",nonnydee trump will win arizona a couple hundred soros paid lefty protestors do not stand for the civil people of arizona,DY
193120410508865536,"['NFL draft', 'Griffin', 'Redskins']",melkiperespn my sources are telling me luck to the colts and griffin to the redskins nfldraft,PY
693594869688770560,"['elections', 'Trump', 'Iowa']",according to dmr poll if it was just cruz amp trump facing each other in iowa head to head cruz would win 53 to 35,PN
438701259248267264,"['Oscars', 'Matthew McConaughey ']",matthew mcconaughey has the most to win or lose at the oscars,UC
702937840787652608,"['Oscars', 'Leonardo DiCaprio ']",2016 oscars predictions will leonardo dicaprio finally win best actor abc news googlenewslab,UC
12315164543,"['NFL draft', 'Bradford', 'Rams']",national football league rams sam bradford wont have contract in place before nfl draft kffl blog,PN
703553997978865664,"['elections', 'Trump', 'Maine']",maine s republican caucus will take place on saturday march 5 gov paul lepage s endorsement should help donald trump win there too,PY
703378310688956416,"['Oscars', 'Leonardo DiCaprio ']",watch leonardo dicaprio win multiple oscars,DY
591336284863463425,"['NFL draft', 'Mariota', 'Browns']",nfldraft philadelphia eagles rumors sam bradford trade to cleveland browns if eagles target marcus mariota pick,PY
703572908245782528,"['Oscars', 'Leonardo DiCaprio ']",how many oscars should leonardo dicaprio have actually won by now leonardo dicaprio is going to win his fir,DY
721911278151856128,"['elections', 'Kasich', 'Connecticut']",connecticut state senator tony hwang says john kasich can and must win presidency interesting op ed article,UC
724999530014461956,"['NFL draft', 'Fuller', 'Texans']",mock nfldraft 22 texans wr will fuller the team is looking for a burner who can take the top off a defense fuller trumps coleman here,DY
41182379309539328,"['Oscars', 'Michelle Williams ']",oscars 2011 michelle williams should win for blue valentine slate,UC
194830671896776705,"['NFL draft', 'Griffin', 'Redskins']",hahah rt granthpaulsen robert griffin iii says rex grossman is the redskins starting qb and that he will have to beat him out nfldraft,DY
719718602870378496,"['elections', 'Trump', 'NY']",worthless lies ignoring amp standing bold w truths that always win like hvn amp political truth seekers trump ny rt,UC
61314052567207937,"['NFL draft', 'Dareus', 'Broncos']",google news 2011 nfl draft denver broncos should select marcell dareus at no 2 bleacher full,UC
193758391221493761,"['NFL draft', 'Perry', 'Packers']",green bay packers 2012 nfl draft prospects olb de shea mcclellin,PY
698768323325001728,"['elections', 'Trump', 'Nevada']",noisecollector looking beyond the sc primary trump win i hear clint eastwood will be speaking at the nevada and cali trump rally,UC
709348841171116032,"['elections', 'Rubio', 'Ohio']",primary cause for concern new polls show rubio 3rd in florida kasich in a dogfight to win ohio,UC
736639360594903040,"['elections', 'Clinton', 'California']",fuck hillary clinton she know bernie gonna win california amp the super delegates she think she has gonna vote for bernie too girlbye,DN
725378303620726784,"['NFL draft', 'Elliott', 'Cowboys']",buckeyes ohio state football nfl draft cowboys seem very interested ezekiel elliott s,UC
692037996875374592,"['elections', 'Sanders', 'Iowa']",how sanders won the heart of clinton iowa bershidsky was there via bv good story in iowa but bernie will win,DY
593457638593187840,"['NFL draft', 'Williams', 'Giants']",rumor mill are the nygiants trying to trade up for usc s leonard williams nfldraft,UC
568948554187714560,"['Oscars', 'Julianne Moore ']",kimguilfoyle greta foxnews should win reese witherspoon will win julianne moore oscars,DY
459470552579600385,"['NFL draft', 'Roby', '49ers']",report potential 1st rd cb roby charged with ovi 49ers 2014nfldraft nfldraft,UC
463642857656422400,"['NFL draft', 'Bortles', 'Browns']",update manziel to browns bortles to jags more nfl draft possibilities we love,UC
719366731702079489,"['elections', 'Trump', 'NY']",sanders tempers ny as must win clinton trump teams still confident about winning,PY
304976134838317056,"['Oscars', 'Argo ']",agreed oscars predictions argo to win and amour to provide the poundage tom shone via guardian,DY
725111196857294849,"['elections', 'Clinton', 'Indiana']",cruz trying to argue that trump and clinton have the same platform how is this going to help him win the indiana primary,UC
716029611554029568,"['elections', 'Sanders', 'Wisconsin']",new poll shows berniesanders surging past clinton in must win wisconsin bernie206,PY
700782672222801921,"['elections', 'Trump', 'South Carolina']",rt indyusa three reasons donald trump has to win big in south carolina,PY
696731662369976321,"['elections', 'Trump', 'NH']",realdonaldtrump let everyone keep doubtin u i love it every time they said trump can t win i can t wait to rub it in after nh trump2016,DY
439169508159131648,"['Oscars', '12 Years a Slave ']",las vegas betting that 12 years a slave will win best picture oscar oscars are set to take plac movies news,PY
326798355860684800,"['NFL draft', 'Joeckel', 'Chiefs']",nfl news luke joeckel is the kansas city chiefs safest pick in 2013 nfl draft nfl kansascitychiefs opinion,PY
567624206746017793,"['Oscars', 'Whiplash ']",oscars 2015 why whiplash should win best picture video continuing our series of videos in which guardian c,UC
12310922666,"['NFL draft', 'Bradford', 'Rams']",nflhuddle com posting gt sam bradford rams sam bradford won t have contract in place before nfl draft,PN
439070063136497665,"['Oscars', 'American Hustle ']",oscars 2014 why american hustle will win for best original screenplay,PY
325993329064030208,"['NFL draft', 'Fisher', 'Chiefs']",la prima curva del draft la potrebbero lanciare i chiefs se dovessero scegliere joeckel al posto di fisher nfldraft,UC
702712301560791040,"['elections', 'Cruz', 'Texas']",for cruz it s must win in texas,UC
721746798700834816,"['elections', 'Trump', 'NY']",in ny nevertrumppac working to shift around 15 delegates keeping trump under 50 amp helping kasich where he can win outright,UC
593180732132073472,"['NFL draft', 'Mariota', 'Jets']",dtm podcast records tomorrow full nfl draft preview g men jets and will philly get mariota also nhl round 2 and nba playoffs,UC
725055974755700736,"['NFL draft', 'Wentz', 'Eagles']",if you ahem eagles fans want to know why carson wentz is so pro ready see him in the film room w andy benoit,UC
569249001515716608,"['Oscars', 'Birdman ']",oscars predictions will birdman or boyhood win best picture,UC
721318413575069696,"['elections', 'Sanders', 'New York']",no photos to confirm sanders met with pope francis but implications of vatican trip could win him new york,PY
702240482588385280,"['elections', 'Clinton', 'SC']",kellenm districtspeaks probably not in sc clinton will likely win there but could help in later states like ga al ms nc,PY
326798446440878080,"['NFL draft', 'Vaccaro', 'Saints']",saints news texas safety kenny vaccaro is best bet for new orleans saints pick in nfl draft that saints,PY
725062170795454465,"['NFL draft', 'Wentz', 'Eagles']",nfl draft odds greatly favor rams picking jared goff and eagles getting carson wentz the 2016 nfl draft is a,PY
460886774655746048,"['NFL draft', 'Cooks', 'Saints']",saints draft 1 cooks 2 jean baptiste 3 murray 4 norwood 5 hubbard 5 stork 6 de anthony thomas nfldraft saints whodat,DY
702645052569493504,"['elections', 'Trump', 'Texas']",new texas poll shows ted cruz 15 points over donald trump you want to bet realdonaldtrump will win texas,DY
703636416786464771,"['Oscars', 'Leonardo DiCaprio ']",like amp share to win our ultimate oscars party survival kit we think leonardo dicaprio deserves to win,UC
567282509012942850,"['Oscars', 'Bradley Cooper ']",newbd oscars 2015 bradley cooper to win best actor,DY
724741835608838144,"['NFL draft', 'Wentz', 'Eagles']",signs point to eagles drafting carson wentz at no 2 via bleedinggreen,PY
715242951249506311,"['elections', 'Sanders', 'Wisconsin']",thehill poll sanders leads clinton in must win wisconsin mke 4bernie wi4bernie,PY
41612012010082304,"['Oscars', 'The King&apos;s Speech ']",also a real crime if the king s speech colin firth and helena bonham carter don t win oscars tomorrow,UC
305008283469627393,"['Oscars', 'Lincoln ']",i think lincoln might win best picture at oscars,PY
706917528002547712,"['elections', 'Kasich', 'Florida']",markhalperin non it won t hurt trump trump will win florida as marco rubio drop out trump will win ohio john kasich will drop out,DN
700005593034022913,"['elections', 'Sanders', 'Nevada']",days before nevada caucuses clinton amp sanders are tied in the polls trump is positioned for a win by stableford,UC
12314252808,"['NFL draft', 'Bradford', 'Rams']",rt espnews sources st louis rams will not sign sam bradford before the draft the no 1 pick in the nfl draft,DN
193340728125034496,"['NFL draft', 'Perry', 'Packers']",green bay packers 2012 nfl draft prospects olb de nick perry,UC
703479933243408384,"['Oscars', 'Leonardo DiCaprio ']",oscars 2016 predictions leonardo dicaprio will win academy award for best actor,DY
